From:	IO::"memilham@CRDEC-VAX4.ARPA" 15-JUN-1988 13:37
To:	HAL::DALTON
Subj:	Optical Constants:  Dixon HPN2 Graphite

Received: from CRDEC-VAX4.ARPA by ames-io.ARPA with INTERNET ;
     2260.00  4.4248   3.959   2.984   0.185   0.158 0.52938 NKHPN2
     2270.00  4.4053   3.951   2.978   0.184   0.158 0.52877 NKHPN2
     2280.00  4.3860   3.945   2.971   0.184   0.157 0.52802 NKHPN2
     2290.00  4.3668   3.940   2.969   0.184   0.157 0.52776 NKHPN2
     2300.00  4.3478   3.931   2.962   0.183   0.156 0.52695 NKHPN2
     2310.00  4.3290   3.931   2.957   0.183   0.156 0.52658 NKHPN2
     2320.00  4.3103   3.923   2.962   0.183   0.156 0.52681 NKHPN2
     2330.00  4.2918   3.906   2.962   0.182   0.155 0.52651 NKHPN2
     2340.00  4.2735   3.894   2.953   0.182   0.154 0.52546 NKHPN2
     2350.00  4.2553   3.889   2.948   0.181   0.153 0.52493 NKHPN2
     2360.00  4.2373   3.876   2.948   0.181   0.152 0.52462 NKHPN2
     2370.00  4.2194   3.858   2.940   0.180   0.151 0.52362 NKHPN2
     2380.00  4.2017   3.844   2.927   0.179   0.150 0.52217 NKHPN2
     2390.00  4.1841   3.842   2.910   0.179   0.150 0.52065 NKHPN2
     2400.00  4.1667   3.842   2.906   0.179   0.150 0.52032 NKHPN2
     2410.00  4.1494   3.832   2.900   0.178   0.149 0.51959 NKHPN2
     2420.00  4.1322   3.830   2.891   0.178   0.149 0.51875 NKHPN2
     2430.00  4.1152   3.826   2.891   0.178   0.149 0.51862 NKHPN2
     2440.00  4.0984   3.818   2.889   0.177   0.148 0.51831 NKHPN2
     2450.00  4.0816   3.810   2.881   0.177   0.148 0.51742 NKHPN2
     2460.00  4.0650   3.804   2.877   0.177   0.147 0.51698 NKHPN2
     2470.00  4.0486   3.794   2.873   0.176   0.146 0.51641 NKHPN2
     2480.00  4.0323   3.788   2.869   0.176   0.146 0.51588 NKHPN2
     2490.00  4.0161   3.778   2.862   0.175   0.145 0.51507 NKHPN2
     2500.00  4.0000   3.773   2.854   0.175   0.145 0.51424 NKHPN2
     2510.00  3.9841   3.769   2.850   0.175   0.145 0.51379 NKHPN2
     2520.00  3.9683   3.757   2.849   0.174   0.144 0.51349 NKHPN2
     2530.00  3.9526   3.747   2.838   0.174   0.143 0.51229 NKHPN2
     2540.00  3.9370   3.748   2.831   0.173   0.143 0.51163 NKHPN2
     2550.00  3.9216   3.743   2.829   0.173   0.143 0.51131 NKHPN2
     2560.00  3.9063   3.736   2.825   0.173   0.142 0.51080 NKHPN2
     2570.00  3.8911   3.729   2.820   0.173   0.142 0.51022 NKHPN2
     2580.00  3.8760   3.720   2.817   0.172   0.141 0.50971 NKHPN2
     2590.00  3.8610   3.714   2.810   0.172   0.141 0.50897 NKHPN2
     2600.00  3.8462   3.708   2.805   0.171   0.140 0.50842 NKHPN2
     2610.00  3.8314   3.702   2.799   0.171   0.140 0.50774 NKHPN2
     2620.00  3.8168   3.697   2.794   0.171   0.140 0.50716 NKHPN2
     2630.00  3.8023   3.689   2.791   0.170   0.139 0.50673 NKHPN2
     2640.00  3.7879   3.684   2.785   0.170   0.139 0.50598 NKHPN2
     2650.00  3.7736   3.678   2.782   0.170   0.138 0.50559 NKHPN2
     2660.00  3.7594   3.673   2.773   0.169   0.138 0.50462 NKHPN2
     2670.00  3.7453   3.670   2.774   0.169   0.138 0.50468 NKHPN2
     2680.00  3.7313   3.661   2.768   0.169   0.137 0.50395 NKHPN2
     2690.00  3.7175   3.656   2.766   0.169   0.137 0.50368 NKHPN2
     2700.00  3.7037   3.647   2.760   0.168   0.136 0.50292 NKHPN2
     2710.00  3.6900   3.642   2.757   0.168   0.136 0.50248 NKHPN2
     2720.00  3.6765   3.633   2.752   0.168   0.135 0.50181 NKHPN2
     2730.00  3.6630   3.629   2.743   0.167   0.135 0.50089 NKHPN2
     2740.00  3.6496   3.627   2.740   0.167   0.135 0.50058 NKHPN2
     2750.00  3.6364   3.620   2.739   0.167   0.134 0.50033 NKHPN2
     2760.00  3.6232   3.611   2.735   0.166   0.134 0.49968 NKHPN2
     2770.00  3.6101   3.605   2.730   0.166   0.133 0.49911 NKHPN2
     2780.00  3.5971   3.598   2.724   0.166   0.133 0.49834 NKHPN2
     2790.00  3.5842   3.595   2.717   0.165   0.133 0.49767 NKHPN2
     2800.00  3.5714   3.590   2.716   0.165   0.132 0.49739 NKHPN2
     2810.00  3.5587   3.584   2.711   0.165   0.132 0.49686 NKHPN2
     2820.00  3.5461   3.581   2.709   0.165   0.132 0.49649 NKHPN2
     2830.00  3.5336   3.573   2.704   0.164   0.131 0.49590 NKHPN2
     2840.00  3.5211   3.567   2.699   0.164   0.131 0.49527 NKHPN2
     2850.00  3.5088   3.562   2.695   0.164   0.130 0.49473 NKHPN2
     2860.00  3.4965   3.557   2.690   0.163   0.130 0.49418 NKHPN2
     2870.00  3.4843   3.552   2.687   0.163   0.130 0.49378 NKHPN2
     2880.00  3.4722   3.545   2.683   0.163   0.129 0.49326 NKHPN2
     2890.00  3.4602   3.542   2.678   0.163   0.129 0.49269 NKHPN2
     2900.00  3.4483   3.536   2.678   0.162   0.129 0.49252 NKHPN2
     2910.00  3.4364   3.527   2.676   0.162   0.128 0.49209 NKHPN2
     2920.00  3.4247   3.521   2.667   0.162   0.128 0.49111 NKHPN2
     2930.00  3.4130   3.519   2.662   0.161   0.127 0.49052 NKHPN2
     2940.00  3.4014   3.515   2.658   0.161   0.127 0.49007 NKHPN2
     2950.00  3.3898   3.508   2.658   0.161   0.127 0.48989 NKHPN2
     2960.00  3.3784   3.501   2.650   0.160   0.126 0.48897 NKHPN2
     2970.00  3.3670   3.500   2.648   0.160   0.126 0.48878 NKHPN2
     2980.00  3.3557   3.491   2.646   0.160   0.126 0.48832 NKHPN2
     2990.00  3.3445   3.487   2.640   0.160   0.125 0.48766 NKHPN2
     3000.00  3.3333   3.483   2.636   0.159   0.125 0.48713 NKHPN2
     3010.00  3.3223   3.481   2.638   0.160   0.125 0.48731 NKHPN2
     3020.00  3.3113   3.468   2.635   0.159   0.124 0.48677 NKHPN2
     3030.00  3.3003   3.464   2.627   0.159   0.124 0.48586 NKHPN2
     3040.00  3.2895   3.460   2.624   0.158   0.123 0.48546 NKHPN2
     3050.00  3.2787   3.453   2.622   0.158   0.123 0.48504 NKHPN2
     3060.00  3.2680   3.448   2.615   0.158   0.123 0.48419 NKHPN2
     3070.00  3.2573   3.443   2.613   0.158   0.122 0.48396 NKHPN2
     3080.00  3.2468   3.437   2.610   0.157   0.122 0.48342 NKHPN2
     3090.00  3.2362   3.430   2.604   0.157   0.122 0.48269 NKHPN2
     3100.00  3.2258   3.427   2.598   0.157   0.121 0.48199 NKHPN2
     3110.00  3.2154   3.424   2.594   0.156   0.121 0.48157 NKHPN2
     3120.00  3.2051   3.421   2.594   0.156   0.121 0.48144 NKHPN2
     3130.00  3.1949   3.412   2.592   0.156   0.120 0.48102 NKHPN2
     3140.00  3.1847   3.405   2.583   0.156   0.120 0.48000 NKHPN2
     3150.00  3.1746   3.404   2.581   0.156   0.120 0.47979 NKHPN2
     3160.00  3.1646   3.397   2.578   0.155   0.119 0.47932 NKHPN2
     3170.00  3.1546   3.393   2.573   0.155   0.119 0.47869 NKHPN2
     3180.00  3.1447   3.389   2.571   0.155   0.119 0.47838 NKHPN2
     3190.00  3.1348   3.382   2.571   0.155   0.118 0.47817 NKHPN2
     3200.00  3.1250   3.373   2.563   0.154   0.118 0.47722 NKHPN2
     3210.00  3.1153   3.370   2.556   0.154   0.118 0.47638 NKHPN2
     3220.00  3.1056   3.369   2.553   0.154   0.118 0.47604 NKHPN2
     3230.00  3.0960   3.366   2.553   0.154   0.117 0.47597 NKHPN2
     3240.00  3.0864   3.357   2.553   0.153   0.117 0.47570 NKHPN2
     3250.00  3.0769   3.350   2.543   0.153   0.116 0.47451 NKHPN2
     3260.00  3.0675   3.350   2.538   0.153   0.116 0.47406 NKHPN2
     3270.00  3.0581   3.344   2.539   0.153   0.116 0.47399 NKHPN2
     3280.00  3.0488   3.338   2.533   0.152   0.115 0.47319 NKHPN2
     3290.00  3.0395   3.335   2.531   0.152   0.115 0.47287 NKHPN2
     3300.00  3.0303   3.329   2.526   0.152   0.115 0.47222 NKHPN2
     3310.00  3.0211   3.326   2.524   0.152   0.115 0.47197 NKHPN2
     3320.00  3.0120   3.318   2.522   0.151   0.114 0.47154 NKHPN2
     3330.00  3.0030   3.313   2.514   0.151   0.114 0.47062 NKHPN2
     3340.00  2.9940   3.311   2.510   0.151   0.114 0.47011 NKHPN2
     3350.00  2.9851   3.306   2.509   0.150   0.113 0.46982 NKHPN2
     3360.00  2.9762   3.300   2.506   0.150   0.113 0.46939 NKHPN2
     3370.00  2.9674   3.294   2.503   0.150   0.113 0.46893 NKHPN2
     3380.00  2.9586   3.288   2.497   0.150   0.112 0.46818 NKHPN2
     3390.00  2.9499   3.285   2.491   0.149   0.112 0.46744 NKHPN2
     3400.00  2.9412   3.282   2.489   0.149   0.112 0.46709 NKHPN2
     3410.00  2.9326   3.276   2.484   0.149   0.112 0.46649 NKHPN2
     3420.00  2.9240   3.273   2.479   0.149   0.111 0.46583 NKHPN2
     3430.00  2.9155   3.270   2.476   0.148   0.111 0.46547 NKHPN2
     3440.00  2.9070   3.264   2.474   0.148   0.111 0.46514 NKHPN2
     3450.00  2.8986   3.261   2.469   0.148   0.111 0.46449 NKHPN2
     3460.00  2.8902   3.256   2.468   0.148   0.110 0.46423 NKHPN2
     3470.00  2.8818   3.252   2.462   0.147   0.110 0.46345 NKHPN2
     3480.00  2.8736   3.246   2.459   0.147   0.110 0.46303 NKHPN2
     3490.00  2.8653   3.243   2.453   0.147   0.109 0.46231 NKHPN2
     3500.00  2.8571   3.240   2.453   0.147   0.109 0.46215 NKHPN2
     3510.00  2.8490   3.235   2.447   0.146   0.109 0.46138 NKHPN2
     3520.00  2.8409   3.230   2.444   0.146   0.109 0.46094 NKHPN2
     3530.00  2.8329   3.225   2.438   0.146   0.108 0.46020 NKHPN2
     3540.00  2.8249   3.223   2.436   0.146   0.108 0.45988 NKHPN2
     3550.00  2.8169   3.216   2.430   0.145   0.108 0.45912 NKHPN2
     3560.00  2.8090   3.215   2.424   0.145   0.108 0.45837 NKHPN2
     3570.00  2.8011   3.213   2.424   0.145   0.108 0.45834 NKHPN2
     3580.00  2.7933   3.209   2.420   0.145   0.107 0.45775 NKHPN2
     3590.00  2.7855   3.208   2.415   0.145   0.107 0.45722 NKHPN2
     3600.00  2.7778   3.204   2.416   0.145   0.107 0.45723 NKHPN2
     3610.00  2.7701   3.196   2.414   0.144   0.106 0.45673 NKHPN2
     3620.00  2.7624   3.192   2.408   0.144   0.106 0.45601 NKHPN2
     3630.00  2.7548   3.188   2.403   0.144   0.106 0.45534 NKHPN2
     3640.00  2.7473   3.183   2.399   0.143   0.106 0.45480 NKHPN2
     3650.00  2.7397   3.182   2.393   0.143   0.106 0.45410 NKHPN2
